Date,EM,BWT,FWT,DTW,Forget,Update,Time
2021-12,19.48356808,-3.4,7.746478873,5.8678007,0.00281581,0.002879656,51.72865152
2022-1,14.00107701,-2.34741784,9.477652127,5.869971,0.005242406,0.015434261,253.4674218
2022-1,14.00107701,-2.34741784,9.477652127,5.869971,0.005242406,0.015434261,253.4674218
2022-2,16.75977654,-2.96176629,10.24208566,5.8999705,0.006347982,0.00295155,57.33151436
2022-2,16.75977654,-2.96176629,10.24208566,5.8999705,0.006347982,0.00295155,57.33151436
2022-3,23.31288344,-5.2141527,15.33742331,3.0265617,0.003348818,0.003674033,53.96147466
2022-3,23.31288344,-5.2141527,15.33742331,3.0265617,0.003348818,0.003674033,53.96147466
2022-4,11.62790698,-9.611451943,-11.62790698,2.9484243,0.002384624,0.004677772,66.09423542
2022-4,11.62790698,-9.611451943,-11.62790698,2.9484243,0.002384624,0.004677772,66.09423542
2022-5,33.50582147,11.91860465,30.91849935,4.1697936,0.006922714,0.006593806,72.72087407
2022-5,33.50582147,11.91860465,30.91849935,4.1697936,0.006922714,0.006593806,72.72087407
2022-6,22.55225523,-13.97153946,12.59625963,4.707189,0.013253907,0.027203532,136.3336637
2022-6,22.55225523,-13.97153946,12.59625963,4.707189,0.013253907,0.027203532,136.3336637
2022-7,20.07233273,-8.250825083,15.18987342,4.8915496,0.01661651,0.013074691,92.29289699
2022-7,20.07233273,-8.250825083,15.18987342,4.8915496,0.01661651,0.013074691,92.29289699
2022-8,19.40700809,-6.329113924,14.01617251,4.032,0.006179719,0.005381259,69.61670876
2022-8,19.40700809,-6.329113924,14.01617251,4.032,0.006179719,0.005381259,69.61670876
2022-9,32.88288288,-8.490566038,24.47447447,3.3693173,0.003423134,0.00362856,67.39129257
2022-9,32.88288288,-8.490566038,24.47447447,3.3693173,0.003423134,0.00362856,67.39129257
2022-10,26.83438155,-5.105105105,16.56184486,3.03209,0.00419673,0.004071599,53.71579957
2022-10,26.83438155,-5.105105105,16.56184486,3.03209,0.00419673,0.004071599,53.71579957
2022-11,38.19577735,-6.708595388,31.47792706,2.725626,0.00418226,0.004095182,56.07872343
2022-11,38.19577735,-6.708595388,31.47792706,2.725626,0.00418226,0.004095182,56.07872343
2022-12,22.40896359,1.151631478,11.48459384,4.113992,0.00350945,0.00303535,45.3506906
2022-12,22.40896359,1.151631478,11.48459384,4.113992,0.00350945,0.00303535,45.3506906
2023-1,17.64705882,-2.521008403,11.9504644,4.126429,0.003165638,0.007856715,124.0714848
2023-1,17.64705882,-2.521008403,11.9504644,4.126429,0.003165638,0.007856715,124.0714848
2023-2,19.30294906,-3.281733746,12.60053619,4.128364,0.006037277,0.003011472,47.01819873
2023-2,19.30294906,-3.281733746,12.60053619,4.128364,0.006037277,0.003011472,47.01819873
2023-3,24.7761194,-4.289544236,17.01492537,2.5048797,0.00246198,0.002924645,43.7949872
2023-3,24.7761194,-4.289544236,17.01492537,2.5048797,0.00246198,0.002924645,43.7949872
2023-4,24.09090909,-2.089552239,15,2.2440083,0.003493147,0.003713219,36.76209831
2023-4,24.09090909,-2.089552239,15,2.2440083,0.003493147,0.003713219,36.76209831
2023-5,34.89932886,-10,27.51677852,1.7968636,0.002991769,0.003049833,32.3037169
2023-5,34.89932886,-10,27.51677852,1.7968636,0.002991769,0.003049833,32.3037169
,21.57207154,-4.289799897,13.50566701,4.90170933,0.00798228,0.00858314,6966.525352
